phrase;category;intent;geo;ws_msk_base;wsk_msk_final;ws_ru_base;wsk_ru_exact_wk;pos_msk;url;source
стулья из массива;Столы и стулья;общий;;5436;169;;158;17;/catalog/korpusnaya-mebel/stulya;arsenkin_sem+keysso
срп мебель официальный сайт;Мебель общ.;коммерческий;;259;168;;;34;/;arsenkin_sem+keysso
купить диван в москве от производителя;Диваны;коммерческий;да;5941;165;5459;152;36;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+expand+keysso
диван пружинный;Диваны;общий;;32621;165;;158;15;/catalog/myagkaya-mebel/divanyi/f/napolnenie--nezavisimyi_prujinnyi_blok;arsenkin_sem+keysso
мебель дмитров;Мебель общ.;общий;;2908;164;;153;35;/;arsenkin_sem+keysso
кресло реклайнер купить в москве;Кресла реклайнеры;коммерческий;да;295;163;248;;26;/catalog/myagkaya-mebel/kresla/f/type--kreslo-reklayner;arsenkin_sem+expand+keysso
мебель белорусская пинскдрев;Бренд;бренд;;769;163;;;1;/;arsenkin_sem+keysso
диван угловой левый угол;Диваны угловые;общий;;2175;163;;159;28;/catalog/myagkaya-mebel/divanyi-uglovyie/f/razmeschenie_ugla--levoe;arsenkin_sem+keysso
кухонный гарнитур чебоксары;Кухни;общий;да;1296;161;;162;32;/catalog/kuhni;arsenkin_sem+keysso
диван уголок;Диваны;общий;;5291;160;;113;26;/catalog/myagkaya-mebel/divanyi-uglovyie;arsenkin_sem+keysso
с какого возраста можно подушку ребенку;Прочее;общий;;1254;160;;;21;/blog/s-kakogo-vozrasta-mojno-spat-na-anatomicheskoy-podushke;arsenkin_sem+keysso
короче мебель;Мебель общ.;общий;;1357;159;;161;20;/;arsenkin_sem+keysso
комод обувница в прихожую;Прихожие;общий;;505;159;;;23;/catalog/korpusnaya-mebel/tumbyi/f/type--tumba-dlya-obuvi;arsenkin_sem+keysso
диван в спальню;Диваны;общий;;4407;158;;145;25;/catalog/myagkaya-mebel/divanyi/f/naznachenie--v_spalnyu;arsenkin_sem+keysso
шкаф тиффани;Шкафы;общий;;1763;158;;190;34;/catalog/korpusnaya-mebel/shkafyi/shkaf-dlya-odejdyi-4d-tiffani-2554-01-bm681;arsenkin_sem+keysso
диван раздвижной вперед;Диваны;общий;;563;156;;;22;/catalog/myagkaya-mebel/divanyi-pryamyie/f/transformation--vperjod_raskladnoj;arsenkin_sem+keysso
пинксдрев ру каталог;Бренд;бренд;;500;155;;;1;/;arsenkin_sem+keysso
магазин белорусских товаров;Белорусская мебель;коммерческий;;4502;155;;131;41;/;arsenkin_sem+keysso
белмебель;Мебель общ.;общий;;1140;154;;;19;/catalog;arsenkin_sem+keysso
письменный стол из массива дерева купить;Столы и стулья;коммерческий;;351;154;;;43;/catalog/korpusnaya-mebel/stolyi/f/type--stol-pismennyiy;arsenkin_sem+keysso
диванчик в прихожую;Диваны;общий;;945;153;;;30;/catalog/myagkaya-mebel/divanyi/f/naznachenie--v_prihojuyu;arsenkin_sem+keysso
раскладной механизм дельфин;Прочее;общий;;703;153;;;15;/mehanizmyi-transformatsii;arsenkin_sem+keysso
стулья из массива дерева;Столы и стулья;общий;;1777;153;;190;20;/catalog/korpusnaya-mebel/stulya;arsenkin_sem+keysso
кухня мебель фото;Кухни;инфо;;4837;153;;;30;/catalog/kuhni;arsenkin_sem+keysso
спальня светлые тона;Спальни;общий;;5595;153;;3;21;/blog/dizayn-spalni-v-svetlyih-tonah;arsenkin_sem+keysso
мебель стол;Столы и стулья;общий;;77165;152;;149;18;/catalog/korpusnaya-mebel/stolyi;arsenkin_sem+keysso
мягкая мебель купить в москве;Мягкая мебель общ.;коммерческий;да;776;151;;;29;/catalog/myagkaya-mebel;arsenkin_sem+keysso
пинск мебель;Бренд;бренд;;3520;151;;;1;/;arsenkin_sem+keysso
милана 18;Прочее;общий;;16363;149;;;35;/catalog/korpusnaya-mebel/obedennyie-gruppyi/obedennyiy-nabor-milana-18--hidalgo-1-2;arsenkin_sem+keysso
диван с выдвижной оттоманкой;Диваны;общий;;555;149;;;18;/catalog/myagkaya-mebel/divanyi/f/nalichie_ottomanki--est;arsenkin_sem+keysso
персидский жемчуг цвет;Прочее;инфо;;1220;149;;;16;/catalog/korpusnaya-mebel/stolyi/stol-tualetnyiy-erida-p7-056-1-51/ldsppersidskiyjemchug;arsenkin_sem+keysso
диван софт;Диваны;общий;;2337;147;;167;8;/catalog/myagkaya-mebel/divanyi/3-h-mestnyiy-divan-soft-3m;arsenkin_sem+keysso
белорусская мебель мягкая мебель;Белорусская мебель;общий;;886;147;;;12;/catalog;arsenkin_sem+keysso
раскладной механизм для дивана;Диваны;общий;;1373;147;;148;26;/mehanizmyi-transformatsii;arsenkin_sem+keysso
омега мебель;Мебель общ.;общий;;1578;146;;136;12;/catalog/myagkaya-mebel/naboryi-myagkoy-mebeli/nabor-mebeli-omega;arsenkin_sem+keysso
атоманка;Прочее;общий;;897;146;;;25;/catalog/myagkaya-mebel/divanyi/f/nalichie_ottomanki--est;arsenkin_sem+keysso
кресло в зал;Кресла;общий;;5191;146;;119;21;/catalog/myagkaya-mebel/kresla/f/naznachenie--v_gostinuyu;arsenkin_sem+keysso
мебель для спальни в современном стиле фото;Спальни;инфо;;300;145;;;17;/catalog/korpusnaya-mebel/mebel-dlya-spalni/f/stil--sovremennyiy;arsenkin_sem+keysso
кресло мягкое для дома с мягкими подлокотниками;Кресла;общий;;546;145;;;14;/catalog/myagkaya-mebel/kresla/f/podlokotniki--myagkie;arsenkin_sem+keysso
купить малогабаритный диван;Диваны;коммерческий;;2189;145;;111;40;/catalog/myagkaya-mebel/divanyi/f/po_gabaritam--malogabaritnyie;arsenkin_sem+keysso
диван без подушек;Диваны;общий;;2873;144;;122;28;/catalog/myagkaya-mebel/divanyi/f/podushki_v_komplekte--net;arsenkin_sem+keysso
диван угловой модульный раскладной;Диваны угловые;общий;;750;144;;;29;/catalog/myagkaya-mebel/divanyi-uglovyie/f/sistema_komplektatsii--modulnaya;arsenkin_sem+keysso
кресло фото;Кресла;инфо;;27987;144;;;11;/catalog/myagkaya-mebel/kresla;arsenkin_sem+keysso
белорусская мебель belvedere;Белорусская мебель;общий;;306;143;226;;18;/;arsenkin_sem+expand+keysso
стол в кабинет;Столы и стулья;общий;;13067;143;;163;28;/catalog/korpusnaya-mebel/stolyi/f/naznachenie--v_kabinet;arsenkin_sem+keysso
мягкий уголок в гостиную;Гостиные и стенки;общий;;689;142;;;17;/catalog/myagkaya-mebel/divanyi-uglovyie/f/naznachenie--v_gostinuyu;arsenkin_sem+keysso
диван двухместный купить;Диваны;коммерческий;;2792;142;;104;26;/catalog/myagkaya-mebel/divanyi/f/type--2-h-mestnyiy-divan;arsenkin_sem+keysso
кресло кровать аккордеон купить;Кресла-кровати;коммерческий;;525;142;;;40;/catalog/myagkaya-mebel/kresla/f/transformation--akkordeon;arsenkin_sem+keysso
купить диван в обнинске;Диваны;коммерческий;;523;141;;;26;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
кровать из дуба;Кровати;общий;;2706;141;;140;30;/catalog/korpusnaya-mebel/krovati/f/massiv--dub;arsenkin_sem+keysso
сивер мебель официальный сайт;Мебель общ.;коммерческий;;158;141;;;35;/catalog/korpusnaya-mebel/shkafyi/f/stil--modern;arsenkin_sem+keysso
мебель кантри;Мебель общ.;общий;;1557;140;;114;33;/catalog/korpusnaya-mebel/f/stil--kantri;arsenkin_sem+keysso
белорусская мебель официальный сайт каталог цены;Белорусская мебель;коммерческий;;;139;968;;;;expand
купить диван в старом осколе;Диваны;коммерческий;;652;139;;;39;/catalog/myagkaya-mebel/divanyi;arsenkin_sem+keysso
диван лотос;Диваны;общий;;1391;138;;122;16;/catalog/korpusnaya-mebel/krovati/krovat-divan-lotos-bm-2186;arsenkin_sem+keysso
белорусские кухни в москве официальный сайт;Кухни;коммерческий;да;214;137;;;3;/catalog/kuhni;arsenkin_sem+keysso
диван бруклин угловой;Диваны угловые;общий;;391;136;468;;19;/catalog/myagkaya-mebel/divanyi/uglovoy-divan-bruklin-2-2ml-r-8mr-l;arsenkin_sem+expand+keysso
мебель для гостиной классика;Гостиные и стенки;общий;;592;136;;;23;/catalog/korpusnaya-mebel/mebel-dlya-gostinoy/f/stil--klassika;arsenkin_sem+keysso
оквуд;Прочее;общий;;561;135;;;19;/catalog/korpusnaya-mebel/mebel-dlya-gostinoy/gostinaya-okvud;arsenkin_sem+keysso
диван на дачу;Диваны;общий;;3661;135;;126;33;/catalog/myagkaya-mebel/divanyi/f/naznachenie--na_dachu;arsenkin_sem+keysso
персидский жемчуг лдсп;Прочее;общий;;346;134;;;26;/catalog/korpusnaya-mebel/stolyi/stol-tualetnyiy-erida-p7-056-1-51/ldsppersidskiyjemchug;arsenkin_sem+keysso
диван пинскдрев угловой;Бренд;бренд;;1375;134;;;1;/catalog/myagkaya-mebel/divanyi-uglovyie;arsenkin_sem+keysso
диван премиум;Диваны;общий;;4284;133;;180;11;/catalog/myagkaya-mebel/divanyi-premium;arsenkin_sem+keysso
как выбрать кровать двуспальную;Кровати;инфо;;3124;132;;;37;/blog/kak-vyibrat-dvuspalnuyu-krovat;arsenkin_sem+keysso
диван уно;Диваны;общий;;931;131;;;12;/catalog/myagkaya-mebel/divanyi/3-h-mestnyiy-divan-uno-3-3m;arsenkin_sem+keysso
гостиная монако;Гостиные и стенки;общий;;678;129;;;29;/catalog/korpusnaya-mebel/mebel-dlya-gostinoy/gostinaya-monako;arsenkin_sem+keysso
кухня из шпона;Кухни;общий;;1332;126;;123;25;/catalog/kuhni/kuhni-pod-zakaz/f/material--mdf_shpon;arsenkin_sem+keysso
ладья мебельная фабрика официальный сайт;Фабрика/производитель;коммерческий;;;125;509;;;;expand
шкаф верди;Шкафы;общий;;1787;125;;141;5;/catalog/mebel-pod-zakaz/kollektsiya-verdi-klassik;arsenkin_sem+keysso
кресло барселона;Кресла;общий;;446;125;;;25;/catalog/myagkaya-mebel/kresla/kreslo-barselona-2-12---spetspredlojenie;arsenkin_sem+keysso
стенка флора;Гостиные и стенки;общий;;813;125;;;38;/catalog/korpusnaya-mebel/mebel-dlya-gostinoy/gostinaya-flora;arsenkin_sem+keysso
тумба под тв мебель;Комоды и тумбы;общий;;848;125;;;35;/catalog/korpusnaya-mebel/tumbyi/f/type--tumba-pod-televizor;arsenkin_sem+keysso
диван модульный угловой купить;Диваны угловые;коммерческий;;776;124;720;;23;/catalog/myagkaya-mebel/divanyi-uglovyie/f/sistema_komplektatsii--modulnaya;arsenkin_sem+expand+keysso
диван манчестер угловой;Диваны угловые;общий;;302;124;333;;26;/catalog/myagkaya-mebel/divanyi/uglovoy-divan-manchester-1;arsenkin_sem+expand+keysso
диван по белорусски;Диваны;общий;;274;124;;;40;/;arsenkin_sem+keysso
набор мягкой мебели диван и 2 кресла купить;Кресла;коммерческий;;202;124;;;27;/catalog/myagkaya-mebel/naboryi-myagkoy-mebeli?page=2;arsenkin_sem+keysso
рейтинг диванов;Диваны;инфо;;4346;123;;;32;/blog/top-samyih-populyarnyih-divanov-v-2023-godu;arsenkin_sem+keysso
классическая мебель;Мебель общ.;общий;;4354;123;;122;27;/catalog/korpusnaya-mebel/mebel-dlya-kabineta/f/stil--klassika;arsenkin_sem+keysso
купить овальный стол;Столы и стулья;коммерческий;;5754;123;;115;32;/catalog/korpusnaya-mebel/stolyi/f/forma--ovalnaya;arsenkin_sem+keysso
купить диван из натуральной кожи;Диваны кожаные;коммерческий;;528;122;;;7;/catalog/myagkaya-mebel/divanyi/f/material--naturalnaya_kozha;arsenkin_sem+keysso
парма мебель;Мебель общ.;общий;;720;122;;;14;/catalog/korpusnaya-mebel/mebel-dlya-gostinoy/gostinaya-parma;arsenkin_sem+keysso
купить угловой диван недорого в москве;Диваны угловые;коммерческий;да;;120;1045;;;;expand
диван нью йорк угловой;Диваны угловые;общий;;371;120;432;;21;/catalog/myagkaya-mebel/divanyi/uglovoy-divan-nyu-york-3ml-r-6mr-l;arsenkin_sem+expand+keysso
угловой диван правый угол купить;Диваны угловые;коммерческий;;415;120;312;;36;/catalog/myagkaya-mebel/divanyi-uglovyie/f/razmeschenie_ugla--pravoe;arsenkin_sem+expand+keysso
шкаф соренто;Шкафы;общий;;1321;120;;152;1;/catalog/korpusnaya-mebel/shkafyi/shkaf-kupe-3d-sorrento-p6-949-1-01;arsenkin_sem+keysso
мебель для кухни москва;Кухни;общий;да;699;119;;;25;/catalog/kuhni;arsenkin_sem+keysso
диван марракеш;Диваны;общий;;638;119;;;18;/catalog/myagkaya-mebel/divanyi/uglovoy-divan-marrakesh-15l-r-8r-l;arsenkin_sem+keysso
пинскдрев вакансии;Бренд;бренд;;266;119;;;1;/vacancy;keysso
